key,date,team,name,notes
WilsonD20181017rel,2018-10-17, Bucks,D.J. Wilson, placed on IL with strained right hamstring
DuvalT20181017rel,2018-10-17, Bucks,Trevon Duval, left eye injury (DTD)
SmithJ20181017rel,2018-10-17, Cavaliers,J.R. Smith, sore right elbow (DTD)
NanceL20181017rel,2018-10-17, Cavaliers,Larry Nance Jr., placed on IL with sprained right ankle
WatanabeY20181017rel,2018-10-17, Grizzlies,Yuta Watanabe, placed on IL
HamiltonD20181017rel,2018-10-17, Hawks,Daniel Hamilton, torn rotator cuff in shoulder (out indefinitely)
DedmonD20181017rel,2018-10-17, Hawks,Dewayne Dedmon, placed on IL with left ankle injury
CollinsJ20181017rel,2018-10-17, Hawks,John Collins (Martin), placed on IL with left ankle injury
WaitersD20181017rel,2018-10-17, Heat,Dion Waiters, placed on IL with left ankle injury
JohnsonJ20181017rel,2018-10-17, Heat,James Johnson, placed on IL with sports hernia
WinslowJ20181017rel,2018-10-17, Heat,Justise Winslow, placed on IL with right hamstring injury
EllingtonW20181017rel,2018-10-17, Heat,Wayne Ellington, sore left ankle (DTD)
GrahamD20181017rel,2018-10-17, Hornets,Devonte' Graham, placed on IL
NetoR20181017rel,2018-10-17, Jazz,Raulzinho Neto, placed on IL with right hamstring injury
BogdanovicB20181017rel,2018-10-17, Kings,Bogdan Bogdanovic, left knee injury (out indefinitely)
KoufosK20181017rel,2018-10-17, Kings,Kosta Koufos, placed on IL with strained right hamstring
LeeC20181017rel,2018-10-17, Knicks,Courtney Lee, neck injury (DTD)
MudiayE20181017rel,2018-10-17, Knicks,Emmanuel Mudiay, placed on IL with sprained right ankle
HicksI20181017rel,2018-10-17, Knicks,Isaiah Hicks, placed on IL with sprained left ankle
PorzingisK20181017rel,2018-10-17, Knicks,Kristaps Porzingis, recovering from surgery on left knee to repair torn ACL (out for season)
KornetL20181017rel,2018-10-17, Knicks,Luke Kornet, placed on IL
FrazierM20181017rel,2018-10-17, Magic,Melvin Frazier Jr., placed on IL
NowitzkiD20181017rel,2018-10-17, Mavericks,Dirk Nowitzki, surgery on left ankle (out indefinitely)
AntetokounmpoK20181017rel,2018-10-17, Mavericks,Kostas Antetokounmpo, placed on IL
WilliamsA20181017rel,2018-10-17, Nets,Alan Williams, ankle injury (DTD)
CrabbeA20181017rel,2018-10-17, Nets,Allen Crabbe, placed on IL with sprained left ankle
CarrollD20181017rel,2018-10-17, Nets,DeMarre Carroll, placed on IL with arthroscopic surgery on right ankle
Hollis-JeffersonR20181017rel,2018-10-17, Nets,Rondae Hollis-Jefferson, left groin injury (DTD)
NapierS20181017rel,2018-10-17, Nets,Shabazz Napier, placed on IL with strained right hamstring
ThomasI20181017rel,2018-10-17, Nuggets,Isaiah Thomas, placed on IL with right hip injury
VanderbiltJ20181017rel,2018-10-17, Nuggets,Jarred Vanderbilt, placed on IL with right foot injury
PorterM20181017rel,2018-10-17, Nuggets,Michael Porter Jr., surgery on back (out for season)
JohnsonA20181017rel,2018-10-17, Pacers,Alize Johnson, placed on IL
BullockR20181017rel,2018-10-17, Pistons,Reggie Bullock, illness (DTD)
JohnsonS20181017rel,2018-10-17, Pistons,Stanley Johnson, toe injury (DTD)
BoucherC20181017rel,2018-10-17, Raptors,Chris Boucher, head injury (DTD)
BoucherC20181017rel,2018-10-17, Raptors,Chris Boucher, placed on IL
WrightD20181017rel,2018-10-17, Raptors,Delon Wright, left groin injury (DTD)
KnightB20181017rel,2018-10-17, Rockets,Brandon Knight, placed on IL with left knee injury
QiZ20181017rel,2018-10-17, Rockets,Zhou Qi, sprained left knee (DTD)
MurrayD20181017rel,2018-10-17, Spurs,Dejounte Murray, placed on IL with torn ACL in right knee (out for season)
WhiteD20181017rel,2018-10-17, Spurs,Derrick White, placed on IL with plantar fascia in left foot
WalkerL20181017rel,2018-10-17, Spurs,Lonnie Walker IV, placed on IL with right knee injury
MeltonD20181017rel,2018-10-17, Suns,De'Anthony Melton, placed on IL
PattonJ20181017rel,2018-10-17, Timberwolves,Justin Patton, right foot injury (DTD)
TrentG20181018rel,2018-10-18, Blazers,Gary Trent Jr., placed on IL
FelicioC20181018rel,2018-10-18, Bulls,Cristiano Felicio, sprained left ankle (DTD)
ValentineD20181018rel,2018-10-18, Bulls,Denzel Valentine, sprained left ankle (out indefinitely)
DunnK20181018rel,2018-10-18, Bulls,Kris Dunn, placed on IL for personal reasons
MarkkanenL20181018rel,2018-10-18, Bulls,Lauri Markkanen, placed on IL with sprained right elbow
CarusoA20181018rel,2018-10-18, Lakers,Alex Caruso, strained right hip (DTD)
WagnerM20181018rel,2018-10-18, Lakers,Moritz Wagner, bruised left knee (DTD)
LeafT20181018rel,2018-10-18, Pacers,T.J. Leaf, sprained left ankle (DTD)
HowardD20181018rel,2018-10-18, Wizards,Dwight Howard, placed on IL with sore lower back
RabbI20181019rel,2018-10-19, Grizzlies,Ivan Rabb, placed on IL
SpellmanO20181019rel,2018-10-19, Hawks,Omari Spellman, sprained left ankle (DTD)
LeeC20181019rel,2018-10-19, Knicks,Courtney Lee, placed on IL with neck injury
HarrisD20181019rel,2018-10-19, Mavericks,Devin Harris, strained left hamstring (DTD)
DanielsT20181019rel,2018-10-19, Suns,Troy Daniels, concussion (DTD)
IguodalaA20181019rel,2018-10-19, Warriors,Andre Iguodala, placed on IL with left calf injury
HaywardG20181020rel,2018-10-20, Celtics,Gordon Hayward, placed on IL with left ankle injury
GreenJ20181020rel,2018-10-20, Grizzlies,JaMychal Green, fractured jaw (out indefinitely)
SimmonsJ20181020rel,2018-10-20, Magic,Jonathon Simmons, placed on IL for personal reasons
MozgovT20181020rel,2018-10-20, Magic,Timofey Mozgov, sore right knee (out for season)
GrahamT20181020rel,2018-10-20, Nets,Treveon Graham, placed on IL with strained left hamstring
SabonisD20181020rel,2018-10-20, Pacers,Domantas Sabonis, placed on IL with bruised right knee
LeuerJ20181020rel,2018-10-20, Pistons,Jon Leuer, placed on IL
LeonardK20181020rel,2018-10-20, Raptors,Kawhi Leonard, placed on IL
ButlerJ20181020rel,2018-10-20, Timberwolves,Jimmy Butler, placed on IL
NwabaD20181021rel,2018-10-21, Cavaliers,David Nwaba, placed on IL
BaynesA20181021rel,2018-10-21, Celtics,Aron Baynes, strained right hamstring (DTD)
KnoxK20181021rel,2018-10-21, Knicks,Kevin Knox, sprained left ankle (DTD)
BartonW20181021rel,2018-10-21, Nuggets,Will Barton, placed on IL with adductor muscle in right hip injury
NaderA20181021rel,2018-10-21, Thunder,Abdel Nader, placed on IL
LivingstonS20181021rel,2018-10-21, Warriors,Shaun Livingston, placed on IL with bruised left knee
BaynesA20181022rel,2018-10-22, Celtics,Aron Baynes, placed on IL with strained right hamstring
GreenJ20181022rel,2018-10-22, Grizzlies,JaMychal Green, placed on IL with fractured jaw
FrazierM20181022rel,2018-10-22, Magic,Melvin Frazier Jr., placed on IL
SimmonsB20181023rel,2018-10-23, 76ers,Ben Simmons, placed on IL with back injury
MiltonS20181023rel,2018-10-23, 76ers,Shake Milton, placed on IL
DunnK20181023rel,2018-10-23, Bulls,Kris Dunn, sprained MCL in left knee (out indefinitely)
ParsonsC20181023rel,2018-10-23, Grizzlies,Chandler Parsons, sore right knee (out indefinitely)
KurucsR20181023rel,2018-10-23, Nets,Rodions Kurucs, sprained left ankle (DTD)
EllensonH20181023rel,2018-10-23, Pistons,Henry Ellenson, placed on IL
EnnisJ20181023rel,2018-10-23, Rockets,James Ennis, strained right hamstring (DTD)
DellavedovaM20181024rel,2018-10-24, Bucks,Matthew Dellavedova, placed on IL with illness
DunnK20181024rel,2018-10-24, Bulls,Kris Dunn, placed on IL with sprained MCL in left knee
AdamsJ20181024rel,2018-10-24, Hawks,Jaylen Adams, placed on IL
JonesD20181024rel,2018-10-24, Heat,Derrick Jones Jr., placed on IL with bruised left foot
BiyomboB20181024rel,2018-10-24, Hornets,Bismack Biyombo, placed on IL
ShumpertI20181024rel,2018-10-24, Kings,Iman Shumpert, placed on IL with sore left hip
KurucsR20181024rel,2018-10-24, Nets,Rodions Kurucs, placed on IL with sprained left ankle
JohnsonA20181024rel,2018-10-24, Pacers,Alize Johnson, placed on IL
VanVleetF20181024rel,2018-10-24, Raptors,Fred VanVleet, placed on IL with left big toe injury
MeltonD20181024rel,2018-10-24, Suns,De'Anthony Melton, placed on IL
WigginsA20181024rel,2018-10-24, Timberwolves,Andrew Wiggins, placed on IL with bruised right quadriceps
MahinmiI20181024rel,2018-10-24, Wizards,Ian Mahinmi, back injury (DTD)
PortisB20181025rel,2018-10-25, Bulls,Bobby Portis, sprained MCL in right knee (out indefinitely)
LoveK20181025rel,2018-10-25, Cavaliers,Kevin Love, placed on IL with sore left foot / left big toe
WrightD20181025rel,2018-10-25, Raptors,Delon Wright, strained left adductor (DTD)
HardenJ20181025rel,2018-10-25, Rockets,James Harden, strained left hamstring (DTD)
RichardL20181026rel,2018-10-26, Clippers,Luc Richard Mbah a Moute, placed on IL with sore left knee
PoythressA20181026rel,2018-10-26, Hawks,Alex Poythress, left knee injury (DTD)
GrahamD20181026rel,2018-10-26, Hornets,Devonte' Graham, placed on IL
SmithD20181026rel,2018-10-26, Mavericks,Dennis Smith Jr., sprained right ankle (DTD)
FariedK20181026rel,2018-10-26, Nets,Kenneth Faried, illness (DTD)
KennardL20181026rel,2018-10-26, Pistons,Luke Kennard, right shoulder injury (out indefinitely)
AnunobyO20181026rel,2018-10-26, Raptors,Ogugua Anunoby, placed on IL for personal reasons
EnnisJ20181026rel,2018-10-26, Rockets,James Ennis, placed on IL with strained right hamstring
HardenJ20181026rel,2018-10-26, Rockets,James Harden, placed on IL with strained left hamstring
ParsonsC20181027rel,2018-10-27, Grizzlies,Chandler Parsons, placed on IL
PoythressA20181027rel,2018-10-27, Hawks,Alex Poythress, placed on IL with left knee injury
Tony(20181027rel,2018-10-27, Hornets,(William) Tony Parker, placed on IL
DavisA20181027rel,2018-10-27, Pelicans,Anthony Davis, placed on IL with sprained right elbow
MillerD20181027rel,2018-10-27, Pelicans,Darius Miller, placed on IL with bruised right quadriceps
KennardL20181027rel,2018-10-27, Pistons,Luke Kennard, placed on IL with right shoulder injury
BookerD20181027rel,2018-10-27, Suns,Devin Booker, placed on IL with strained left hamstring
HarklessM20181028rel,2018-10-28, Blazers,Maurice Harkless, left knee injury (DTD)
FavorsD20181028rel,2018-10-28, Jazz,Derrick Favors, placed on IL with sore left knee
PaytonE20181028rel,2018-10-28, Pelicans,Elfrid Payton, sprained right ankle (DTD)
AdamsS20181028rel,2018-10-28, Thunder,Steven Adams, placed on IL with calf injury
LivingstonS20181028rel,2018-10-28, Warriors,Shaun Livingston, placed on IL with sore right foot
HarklessM20181029rel,2018-10-29, Blazers,Maurice Harkless, placed on IL with left knee injury
AntetokounmpoG20181029rel,2018-10-29, Bucks,Giannis Antetokounmpo, placed on IL with concussion
TheisD20181029rel,2018-10-29, Celtics,Daniel Theis, plantar fascia in right foot (out indefinitely)
LabissiereS20181029rel,2018-10-29, Kings,Skal Labissiere, placed on IL
BeasleyM20181029rel,2018-10-29, Lakers,Michael Beasley, personal reasons (DTD)
JohnsonA20181029rel,2018-10-29, Pacers,Alize Johnson, placed on IL
PaytonE20181029rel,2018-10-29, Pelicans,Elfrid Payton, placed on IL with sprained right ankle
LeonardK20181029rel,2018-10-29, Raptors,Kawhi Leonard, placed on IL
DavisA20181029rel,2018-10-29, Pelicans,Anthony Davis, sprained right elbow (DTD)
TheisD20181030rel,2018-10-30, Celtics,Daniel Theis, placed on IL with plantar fascia in right foot
WatanabeY20181030rel,2018-10-30, Grizzlies,Yuta Watanabe, placed on IL
GrahamD20181030rel,2018-10-30, Hornets,Devonte' Graham, placed on IL
ShumpertI20181030rel,2018-10-30, Kings,Iman Shumpert, placed on IL
BoucherC20181030rel,2018-10-30, Raptors,Chris Boucher, placed on IL
MorrisM20181030rel,2018-10-30, Wizards,Markieff Morris, placed on IL with concussion
BurksA20181031rel,2018-10-31, Jazz,Alec Burks, left hand injury (DTD)
CanaanI20181031rel,2018-10-31, Suns,Isaiah Canaan, left ankle injury (DTD)
TeagueJ20181031rel,2018-10-31, Timberwolves,Jeff Teague, bruised left knee (DTD)
ButlerJ20181031rel,2018-10-31, Timberwolves,Jimmy Butler, placed on IL
JonesT20181031rel,2018-10-31, Timberwolves,Tyus Jones, sore right foot (DTD)
BrownJ20181101rel,2018-11-01, Celtics,Jaylen Brown, placed on IL with sore right foot
AdamsJ20181101rel,2018-11-01, Hawks,Jaylen Adams, placed on IL
MitchellD20181101rel,2018-11-01, Jazz,Donovan Mitchell, right hamstring injury (DTD)
WilliamsT20181101rel,2018-11-01, Kings,Troy Williams, sore right ankle (DTD)
DavisA20181101rel,2018-11-01, Pelicans,Anthony Davis, sprained right elbow (DTD)
MitchellD20181102rel,2018-11-02, Jazz,Donovan Mitchell, placed on IL with right hamstring injury
SimmonsJ20181102rel,2018-11-02, Magic,Jonathon Simmons, placed on IL with right wrist injury
RichardsonM20181102rel,2018-11-02, Raptors,Malachi Richardson, placed on IL
MeltonD20181102rel,2018-11-02, Suns,De'Anthony Melton, placed on IL
TeagueJ20181102rel,2018-11-02, Timberwolves,Jeff Teague, placed on IL with bruised left knee
McRaeJ20181102rel,2018-11-02, Wizards,Jordan McRae, placed on IL
GreenJ20181102rel,2018-11-02, Grizzlies,JaMychal Green, fractured jaw (out indefinitely)
DragicG20181103rel,2018-11-03, Heat,Goran Dragic, toe injury (DTD)
BullockR20181103rel,2018-11-03, Pistons,Reggie Bullock, left ankle injury (DTD)
GordonE20181103rel,2018-11-03, Rockets,Eric Gordon, strained right adductor (DTD)
ChandlerW20181104rel,2018-11-04, 76ers,Wilson Chandler, placed on IL
WoodC20181104rel,2018-11-04, Bucks,Christian Wood, finger injury (DTD)
MitchellD20181104rel,2018-11-04, Jazz,Donovan Mitchell, sprained left ankle (DTD)
IsaacJ20181104rel,2018-11-04, Magic,Jonathan Isaac, placed on IL with sprained right ankle
LeonardK20181104rel,2018-11-04, Raptors,Kawhi Leonard, placed on IL with sore left ankle
GayR20181104rel,2018-11-04, Spurs,Rudy Gay, right heel injury (DTD)
WarrenT20181104rel,2018-11-04, Suns,T.J. Warren, placed on IL with lower back spasms
RoseD20181104rel,2018-11-04, Timberwolves,Derrick Rose, sore left ankle (DTD)
ButlerJ20181104rel,2018-11-04, Timberwolves,Jimmy Butler, placed on IL
PorterO20181104rel,2018-11-04, Wizards,Otto Porter Jr., placed on IL with left big toe injury
BradleyA20181105rel,2018-11-05, Clippers,Avery Bradley, placed on IL with sprained left ankle
CasspiO20181105rel,2018-11-05, Grizzlies,Omri Casspi, sore right knee (DTD)
WhitesideH20181105rel,2018-11-05, Heat,Hassan Whiteside, right knee injury (DTD)
MitchellD20181105rel,2018-11-05, Jazz,Donovan Mitchell, placed on IL with sprained left ankle
HardawayT20181105rel,2018-11-05, Knicks,Tim Hardaway Jr., back injury (DTD)
BullockR20181105rel,2018-11-05, Pistons,Reggie Bullock, placed on IL with left ankle injury
GordonE20181105rel,2018-11-05, Rockets,Eric Gordon, placed on IL with strained right adductor
IguodalaA20181105rel,2018-11-05, Warriors,Andre Iguodala, placed on IL
KornetL20181105rel,2018-11-05, Knicks,Luke Kornet, placed on IL
TrentG20181106rel,2018-11-06, Blazers,Gary Trent Jr., placed on IL
DekkerS20181106rel,2018-11-06, Cavaliers,Sam Dekker, sprained left ankle (out indefinitely)
PrinceT20181106rel,2018-11-06, Hawks,Taurean Prince, placed on IL with sprained right ankle
MusaD20181106rel,2018-11-06, Nets,Dzanan Musa, placed on IL
PowellN20181106rel,2018-11-06, Raptors,Norman Powell, left shoulder subluxation (DTD)
GasolP20181106rel,2018-11-06, Spurs,Pau Gasol, sore right foot (DTD)
MeltonD20181106rel,2018-11-06, Suns,De'Anthony Melton, placed on IL
WestbrookR20181106rel,2018-11-06, Thunder,Russell Westbrook, sprained left ankle (DTD)
McRaeJ20181106rel,2018-11-06, Wizards,Jordan McRae, placed on IL
MuscalaM20181107rel,2018-11-07, 76ers,Mike Muscala, placed on IL with fractured nose
HillG20181107rel,2018-11-07, Cavaliers,George Hill, placed on IL with sprained right shoulder
DekkerS20181107rel,2018-11-07, Cavaliers,Sam Dekker, placed on IL with sprained left ankle
GreenJ20181107rel,2018-11-07, Grizzlies,JaMychal Green, placed on IL with fractured jaw
CasspiO20181107rel,2018-11-07, Grizzlies,Omri Casspi, placed on IL with sore right knee
HuerterK20181107rel,2018-11-07, Hawks,Kevin Huerter, placed on IL for personal reasons
WadeD20181107rel,2018-11-07, Heat,Dwyane Wade, placed on IL for personal reasons
DragicG20181107rel,2018-11-07, Heat,Goran Dragic, right knee injury (DTD)
LabissiereS20181107rel,2018-11-07, Kings,Skal Labissiere, placed on IL
ThomasL20181107rel,2018-11-07, Knicks,Lance Thomas, sore left knee (DTD)
SumnerE20181107rel,2018-11-07, Pacers,Edmond Sumner, placed on IL
OkaforJ20181107rel,2018-11-07, Pelicans,Jahlil Okafor, placed on IL
BrownB20181107rel,2018-11-07, Pistons,Bruce Brown, placed on IL
MilesC20181107rel,2018-11-07, Raptors,C.J. Miles, placed on IL with right hip injury
Carter-WilliamsM20181107rel,2018-11-07, Rockets,Michael Carter-Williams, illness (DTD)
GasolP20181107rel,2018-11-07, Spurs,Pau Gasol, placed on IL with stress fracture in right foot
GreenD20181107rel,2018-11-07, Warriors,Draymond Green, toe injury (DTD)
GreenD20181108rel,2018-11-08, Warriors,Draymond Green, placed on IL with toe injury
EvansJ20181108rel,2018-11-08, Warriors,Jacob Evans, placed on IL
OsmanC20181109rel,2018-11-09, Cavaliers,Cedi Osman, lower back spasms (DTD)
IrvingK20181109rel,2018-11-09, Celtics,Kyrie Irving, personal reasons (DTD)
ThomasL20181109rel,2018-11-09, Knicks,Lance Thomas, surgery on left knee (out indefinitely)
WigginsA20181109rel,2018-11-09, Timberwolves,Andrew Wiggins, placed on IL with bruised right quadriceps
CurryS20181109rel,2018-11-09, Warriors,Stephen Curry, strained left groin (out indefinitely)
CovingtonR20181110rel,2018-11-10, 76ers,Robert Covington, placed on IL
LabissiereS20181110rel,2018-11-10, Kings,Skal Labissiere, placed on IL
ThomasL20181110rel,2018-11-10, Knicks,Lance Thomas, placed on IL recovering from surgery on left knee
MiroticN20181110rel,2018-11-10, Pelicans,Nikola Mirotic, placed on IL with sprained right ankle
AnthonyC20181110rel,2018-11-10, Rockets,Carmelo Anthony, illness (DTD)
PoeltlJ20181110rel,2018-11-10, Spurs,Jakob Poeltl, sprained right ankle (DTD)
AndersonR20181110rel,2018-11-10, Suns,Ryan Anderson, tightness in lower back (DTD)
CurryS20181110rel,2018-11-10, Warriors,Stephen Curry, placed on IL with strained left groin
MuscalaM20181110rel,2018-11-10, 76ers,Mike Muscala, fractured nose
TrentG20181111rel,2018-11-11, Blazers,Gary Trent Jr., placed on IL
WilliamsR20181111rel,2018-11-11, Celtics,Robert Williams III, placed on IL
BrooksD20181111rel,2018-11-11, Grizzlies,Dillon Brooks, sprained MCL in left knee (out indefinitely)
DedmonD20181111rel,2018-11-11, Hawks,Dewayne Dedmon, placed on IL for personal reasons
BeasleyM20181111rel,2018-11-11, Lakers,Michael Beasley, personal reasons (DTD)
GordonA20181111rel,2018-11-11, Magic,Aaron Gordon, placed on IL with sprained left ankle
GreenG20181111rel,2018-11-11, Rockets,Gerald Green (b. 1986-01-26), placed on IL with sprained right ankle
KorverK20181112rel,2018-11-12, Cavaliers,Kyle Korver, sore right foot (DTD)
BrooksD20181112rel,2018-11-12, Grizzlies,Dillon Brooks, placed on IL with sprained MCL in left knee
Kidd-GilchristM20181112rel,2018-11-12, Hornets,Michael Kidd-Gilchrist, sprained right ankle (DTD)
KoufosK20181112rel,2018-11-12, Kings,Kosta Koufos, placed on IL with right calf injury
MatthewsW20181112rel,2018-11-12, Mavericks,Wesley Matthews, placed on IL with strained left hamstring
AllenJ20181112rel,2018-11-12, Nets,Jarrett Allen, illness (DTD)
ButlerJ20181112rel,2018-11-12, 76ers,Jimmy Butler, placed on IL
KorverK20181113rel,2018-11-13, Cavaliers,Kyle Korver, placed on IL with sore right foot
RabbI20181113rel,2018-11-13, Grizzlies,Ivan Rabb, illness (DTD)
Kidd-GilchristM20181113rel,2018-11-13, Hornets,Michael Kidd-Gilchrist, placed on IL with sprained right ankle
LeVertC20181113rel,2018-11-13, Nets,Caris LeVert, right foot injury (out indefinitely)
MilesC20181113rel,2018-11-13, Raptors,C.J. Miles, strained right adductor (DTD)
GreenD20181113rel,2018-11-13, Warriors,Draymond Green, placed on IL for suspension
MiltonS20181114rel,2018-11-14, 76ers,Shake Milton, placed on IL
BrownS20181114rel,2018-11-14, Bucks,Sterling Brown, placed on IL
MorrisM20181114rel,2018-11-14, Celtics,Marcus Morris, illness (DTD)
JonesD20181114rel,2018-11-14, Heat,Derrick Jones Jr., illness (DTD)
FrazierM20181114rel,2018-11-14, Magic,Melvin Frazier Jr., placed on IL
LeVertC20181114rel,2018-11-14, Nets,Caris LeVert, placed on IL with right foot injury
MilesC20181114rel,2018-11-14, Raptors,C.J. Miles, placed on IL with strained right adductor
IbakaS20181114rel,2018-11-14, Raptors,Serge Ibaka, sore right knee (DTD)
ArizaT20181114rel,2018-11-14, Suns,Trevor Ariza, placed on IL for personal reasons
RoseD20181114rel,2018-11-14, Timberwolves,Derrick Rose, placed on IL with sore left knee
CurryS20181115rel,2018-11-15, Blazers,Seth Curry, right knee injury (DTD)
DiVincenzoD20181115rel,2018-11-15, Bucks,Donte DiVincenzo, strained left quadriceps (DTD)
HensonJ20181115rel,2018-11-15, Bucks,John Henson, left wrist injury (DTD)
PrinceT20181115rel,2018-11-15, Hawks,Taurean Prince, right Achilles injury (DTD)
RondoR20181115rel,2018-11-15, Lakers,Rajon Rondo, fractured right hand (out indefinitely)
AnthonyC20181115rel,2018-11-15, Rockets,Carmelo Anthony, player not with team
BoldenJ20181116rel,2018-11-16, 76ers,Jonah Bolden, placed on IL with right fibula injury
CurryS20181116rel,2018-11-16, Blazers,Seth Curry, placed on IL with right knee injury
DiVincenzoD20181116rel,2018-11-16, Bucks,Donte DiVincenzo, placed on IL with strained left quadriceps
HensonJ20181116rel,2018-11-16, Bucks,John Henson, placed on IL recovering from surgery on left wrist (out for season)
ParsonsC20181116rel,2018-11-16, Grizzlies,Chandler Parsons, placed on IL
MatthewsW20181116rel,2018-11-16, Mavericks,Wesley Matthews, strained left hamstring (DTD)
Hollis-JeffersonR20181116rel,2018-11-16, Nets,Rondae Hollis-Jefferson, sprained right ankle (DTD)
OkaforJ20181116rel,2018-11-16, Pelicans,Jahlil Okafor, placed on IL
GreenD20181116rel,2018-11-16, Warriors,Draymond Green, toe injury (DTD)
LaVineZ20181117rel,2018-11-17, Bulls,Zach LaVine, placed on IL with illness
PrinceT20181117rel,2018-11-17, Hawks,Taurean Prince, placed on IL with right Achilles injury
McLemoreB20181117rel,2018-11-17, Kings,Ben McLemore, personal reasons (DTD)
RondoR20181117rel,2018-11-17, Lakers,Rajon Rondo, placed on IL with fractured right hand
MatthewsW20181117rel,2018-11-17, Mavericks,Wesley Matthews, placed on IL with strained left hamstring
CraigT20181117rel,2018-11-17, Nuggets,Torrey Craig, hamstring injury (DTD)
PaytonE20181117rel,2018-11-17, Pelicans,Elfrid Payton, placed on IL with fractured finger
LeonardK20181117rel,2018-11-17, Raptors,Kawhi Leonard, placed on IL
AnunobyO20181117rel,2018-11-17, Raptors,Ogugua Anunoby, placed on IL with sprained right wrist
BertansD20181117rel,2018-11-17, Spurs,Davis Bertans, concussion (DTD)
AbrinesA20181117rel,2018-11-17, Thunder,Alex Abrines, illness (DTD)
FergusonT20181117rel,2018-11-17, Thunder,Terrance Ferguson, placed on IL for personal reasons
McKinnieA20181117rel,2018-11-17, Warriors,Alfonzo McKinnie, sore left foot (DTD)
GreenD20181117rel,2018-11-17, Warriors,Draymond Green, placed on IL with toe injury
WestbrookR20181117rel,2018-11-17, Thunder,Russell Westbrook, personal reasons (DTD)
WatanabeY20181118rel,2018-11-18, Grizzlies,Yuta Watanabe, placed on IL
DragicG20181118rel,2018-11-18, Heat,Goran Dragic, placed on IL with right knee injury
HezonjaM20181118rel,2018-11-18, Knicks,Mario Hezonja, illness (DTD)
ValentineD20181119rel,2018-11-19, Bulls,Denzel Valentine, surgery on left ankle (out for season)
GallinariD20181119rel,2018-11-19, Clippers,Danilo Gallinari, placed on IL with illness
PoythressA20181119rel,2018-11-19, Hawks,Alex Poythress, placed on IL with left ankle injury
DorseyT20181119rel,2018-11-19, Hawks,Tyler Dorsey, placed on IL
PowellD20181119rel,2018-11-19, Mavericks,Dwight Powell, left knee injury (DTD)
JuanJ20181119rel,2018-11-19, Mavericks,Jose Juan Barea, strained left adductor (DTD)
OladipoV20181119rel,2018-11-19, Pacers,Victor Oladipo, placed on IL with sore right knee
BertansD20181119rel,2018-11-19, Spurs,Davis Bertans, placed on IL with concussion
MeltonD20181119rel,2018-11-19, Suns,De'Anthony Melton, placed on IL
NoelN20181119rel,2018-11-19, Thunder,Nerlens Noel, illness (DTD)
CarterJ20181119rel,2018-11-19, Grizzlies,Jevon Carter, thumb injury (DTD)
FultzM20181120rel,2018-11-20, 76ers,Markelle Fultz, right shoulder injury (DTD)
SmithJ20181120rel,2018-11-20, Cavaliers,J.R. Smith, player not with team (out for season)
JohnsonT20181120rel,2018-11-20, Heat,Tyler Johnson, placed on IL with strained right hamstring
MusaD20181120rel,2018-11-20, Nets,Dzanan Musa, placed on IL
HowardD20181120rel,2018-11-20, Wizards,Dwight Howard, placed on IL with glute injury (out for season)
TrentG20181121rel,2018-11-21, Blazers,Gary Trent Jr., placed on IL
HutchisonC20181121rel,2018-11-21, Bulls,Chandler Hutchison, placed on IL with back spasms
LenA20181121rel,2018-11-21, Hawks,Alex Len, sore back (DTD)
SpellmanO20181121rel,2018-11-21, Hawks,Omari Spellman, placed on IL with bruised right hip
HernangomezG20181121rel,2018-11-21, Hornets,Guillermo Hernangomez, sprained right ankle (DTD)
LeonardK20181121rel,2018-11-21, Raptors,Kawhi Leonard, placed on IL
DialloH20181122rel,2018-11-22, Thunder,Hamidou Diallo, sprained left ankle (out indefinitely)
HorfordA20181123rel,2018-11-23, Celtics,Al Horford, placed on IL with sore left knee
WallaceT20181123rel,2018-11-23, Clippers,Tyrone Wallace, head injury (DTD)
DorseyT20181123rel,2018-11-23, Hawks,Tyler Dorsey, placed on IL with sprained left ankle
Tony(20181123rel,2018-11-23, Hornets,(William) Tony Parker, placed on IL with rib injury
BakerR20181123rel,2018-11-23, Knicks,Ron Baker, illness (DTD)
KurucsR20181123rel,2018-11-23, Nets,Rodions Kurucs, placed on IL
TurnerM20181123rel,2018-11-23, Pacers,Myles Turner, placed on IL with sore left ankle
BoucherC20181123rel,2018-11-23, Raptors,Chris Boucher, placed on IL
DialloH20181123rel,2018-11-23, Thunder,Hamidou Diallo, placed on IL with sprained left ankle
FergusonT20181123rel,2018-11-23, Thunder,Terrance Ferguson, placed on IL with sprained left ankle
McRaeJ20181123rel,2018-11-23, Wizards,Jordan McRae, placed on IL
IlyasovaE20181124rel,2018-11-24, Bucks,Ersan Ilyasova, sore right knee (DTD)
HaywardG20181124rel,2018-11-24, Celtics,Gordon Hayward, placed on IL with sore left ankle
LabissiereS20181124rel,2018-11-24, Kings,Skal Labissiere, placed on IL
SmithD20181124rel,2018-11-24, Mavericks,Dennis Smith Jr., sprained right wrist (DTD)
SmithD20181124rel,2018-11-24, Mavericks,Dennis Smith Jr., placed on IL
HarrisG20181124rel,2018-11-24, Nuggets,Gary Harris, sore left ankle (DTD)
DavisA20181124rel,2018-11-24, Pelicans,Anthony Davis, strained right hip (DTD)
