key,date,team,name,notes
PaulC20181124rel,2018-11-24, Rockets,Chris Paul, left leg injury (DTD)
ParsonsC20181125rel,2018-11-25, Grizzlies,Chandler Parsons, placed on IL
MitchellD20181125rel,2018-11-25, Jazz,Donovan Mitchell, placed on IL with rib injury
ShumpertI20181125rel,2018-11-25, Kings,Iman Shumpert, placed on IL
Tony(20181125rel,2018-11-25, Hornets,(William) Tony Parker, rib injury (DTD)
IlyasovaE20181126rel,2018-11-26, Bucks,Ersan Ilyasova, placed on IL with sore right knee
NwabaD20181126rel,2018-11-26, Cavaliers,David Nwaba, placed on IL with sore right knee
BrownJ20181126rel,2018-11-26, Celtics,Jaylen Brown, placed on IL with bruised lower back
BiyomboB20181126rel,2018-11-26, Hornets,Bismack Biyombo, placed on IL
GreenG20181126rel,2018-11-26, Rockets,Gerald Green (b. 1986-01-26), sore right ankle (DTD)
QiZ20181126rel,2018-11-26, Rockets,Zhou Qi, sprained left ankle (DTD)
WatanabeY20181127rel,2018-11-27, Grizzlies,Yuta Watanabe, placed on IL
MonroeG20181127rel,2018-11-27, Raptors,Greg Monroe, back spasms (DTD)
MiltonS20181128rel,2018-11-28, 76ers,Shake Milton, placed on IL
DellavedovaM20181128rel,2018-11-28, Bucks,Matthew Dellavedova, placed on IL
KorverK20181128rel,2018-11-28, Cavaliers,Kyle Korver, placed on IL
RobinsonJ20181128rel,2018-11-28, Clippers,Jerome Robinson, right foot injury (DTD)
GortatM20181128rel,2018-11-28, Clippers,Marcin Gortat, back spasms (DTD)
LinJ20181128rel,2018-11-28, Hawks,Jeremy Lin, sprained left ankle (DTD)
GordonA20181128rel,2018-11-28, Magic,Aaron Gordon, placed on IL with tightness in lower back
GrahamT20181128rel,2018-11-28, Nets,Treveon Graham, placed on IL
JacksonF20181128rel,2018-11-28, Pelicans,Frank Jackson, placed on IL with sprained right ankle
NwabaD20181128rel,2018-11-28, Cavaliers,David Nwaba, sore right knee (DTD)
DekkerS20181128rel,2018-11-28, Cavaliers,Sam Dekker, sprained left ankle (DTD)
LabissiereS20181129rel,2018-11-29, Kings,Skal Labissiere, placed on IL
IlyasovaE20181130rel,2018-11-30, Bucks,Ersan Ilyasova, concussion (DTD)
NwabaD20181130rel,2018-11-30, Cavaliers,David Nwaba, placed on IL with sore right knee
DekkerS20181130rel,2018-11-30, Cavaliers,Sam Dekker, placed on IL with sprained left ankle
HorfordA20181130rel,2018-11-30, Celtics,Al Horford, placed on IL
JonesD20181130rel,2018-11-30, Heat,Derrick Jones Jr., strained right hamstring (DTD)
FrazierM20181130rel,2018-11-30, Magic,Melvin Frazier Jr., placed on IL
KleberM20181130rel,2018-11-30, Mavericks,Maximilian Kleber, sore right knee (DTD)
HarrisJ20181130rel,2018-11-30, Nets,Joe Harris, placed on IL with adductor injury
BookerD20181130rel,2018-11-30, Suns,Devin Booker, toe injury (DTD)
WarrenT20181130rel,2018-11-30, Suns,T.J. Warren, placed on IL with sore right ankle
HowardD20181130rel,2018-11-30, Wizards,Dwight Howard, surgery on back (out for season)
PorterO20181130rel,2018-11-30, Wizards,Otto Porter Jr., placed on IL for personal reasons
IlyasovaE20181201rel,2018-12-01, Bucks,Ersan Ilyasova, placed on IL with concussion
ZizicA20181201rel,2018-12-01, Cavaliers,Ante Zizic, left knee injury (DTD)
BagleyM20181201rel,2018-12-01, Kings,Marvin Bagley III, placed on IL with back spasms
GrahamT20181201rel,2018-12-01, Nets,Treveon Graham, placed on IL
LowryK20181201rel,2018-12-01, Raptors,Kyle Lowry, sore back (DTD)
GreenJ20181201rel,2018-12-01, Wizards,Jeff Green, lower back spasms (DTD)
JacksonD20181202rel,2018-12-02, 76ers,Demetrius Jackson, left big toe injury (DTD)
ChandlerW20181202rel,2018-12-02, 76ers,Wilson Chandler, placed on IL with bruised left quadricep
SwaniganC20181202rel,2018-12-02, Blazers,Caleb Swanigan, personal reasons (DTD)
TurnerE20181202rel,2018-12-02, Blazers,Evan Turner, left Achilles injury (DTD)
ParsonsC20181202rel,2018-12-02, Grizzlies,Chandler Parsons, placed on IL
SeldenW20181202rel,2018-12-02, Grizzlies,Wayne Selden Jr., sore left knee (DTD)
ZellerC20181202rel,2018-12-02, Hornets,Cody Zeller, placed on IL with sore ribs
BurkeT20181202rel,2018-12-02, Knicks,Trey Burke, sprained right knee (DTD)
DoncicL20181202rel,2018-12-02, Mavericks,Luka Doncic, placed on IL with strained right hip
KleberM20181202rel,2018-12-02, Mavericks,Maximilian Kleber, placed on IL with sore right knee
MooreE20181202rel,2018-12-02, Pelicans,E'Twaun Moore, tibia injury (DTD)
BelinelliM20181202rel,2018-12-02, Spurs,Marco Belinelli, stiff neck (DTD)
DorseyT20181203rel,2018-12-03, Hawks,Tyler Dorsey, placed on IL
WilliamsM20181203rel,2018-12-03, Hornets,Marvin Williams, strained right shoulder (DTD)
BurkeT20181203rel,2018-12-03, Knicks,Trey Burke, placed on IL with sprained right knee
MiroticN20181203rel,2018-12-03, Pelicans,Nikola Mirotic, illness (DTD)
BookerD20181203rel,2018-12-03, Suns,Devin Booker, strained left hamstring (out indefinitely)
JonesD20181203rel,2018-12-03, Warriors,Damian Jones, placed on IL with torn pectoral muscle
HarrisJ20181203rel,2018-12-03, Nets,Joe Harris, adductor injury (DTD)
FultzM20181204rel,2018-12-04, 76ers,Markelle Fultz, thoracic outlet syndrome (out for season)
TrentG20181204rel,2018-12-04, Blazers,Gary Trent Jr., placed on IL
PrinceT20181204rel,2018-12-04, Hawks,Taurean Prince, left ankle injury (out indefinitely)
MejriS20181204rel,2018-12-04, Mavericks,Salah Mejri, sore left knee (DTD)
BullockR20181204rel,2018-12-04, Pistons,Reggie Bullock, sprained left ankle (DTD)
BookerD20181204rel,2018-12-04, Suns,Devin Booker, placed on IL with strained left hamstring
MiltonS20181205rel,2018-12-05, 76ers,Shake Milton, placed on IL
MiddletonK20181205rel,2018-12-05, Bucks,Khris Middleton, placed on IL for personal reasons
ZizicA20181205rel,2018-12-05, Cavaliers,Ante Zizic, placed on IL with left knee injury
SpellmanO20181205rel,2018-12-05, Hawks,Omari Spellman, right hip injury (DTD)
PrinceT20181205rel,2018-12-05, Hawks,Taurean Prince, placed on IL with left ankle injury
WilliamsM20181205rel,2018-12-05, Hornets,Marvin Williams, placed on IL with strained right shoulder
SmithD20181205rel,2018-12-05, Mavericks,Dennis Smith Jr., placed on IL with sprained right wrist
MejriS20181205rel,2018-12-05, Mavericks,Salah Mejri, placed on IL with sore left knee
MusaD20181205rel,2018-12-05, Nets,Dzanan Musa, placed on IL
HarrisG20181205rel,2018-12-05, Nuggets,Gary Harris, placed on IL with right hip injury
JacksonF20181205rel,2018-12-05, Pelicans,Frank Jackson, placed on IL
BullockR20181205rel,2018-12-05, Pistons,Reggie Bullock, placed on IL with sprained left ankle
RichardsonM20181205rel,2018-12-05, Raptors,Malachi Richardson, placed on IL with illness
GreenJ20181205rel,2018-12-05, Wizards,Jeff Green, back injury (DTD)
WallJ20181205rel,2018-12-05, Wizards,John Wall (Hildred), placed on IL for personal reasons
McCollumC20181206rel,2018-12-06, Blazers,C.J. McCollum, placed on IL with sprained left ankle
WilliamsR20181206rel,2018-12-06, Celtics,Robert Williams III, placed on IL
WhitesideH20181206rel,2018-12-06, Heat,Hassan Whiteside, personal reasons (DTD)
EllingtonW20181206rel,2018-12-06, Heat,Wayne Ellington, personal reasons (DTD)
IngramB20181206rel,2018-12-06, Lakers,Brandon Ingram, sprained left ankle (DTD)
HartensteinI20181206rel,2018-12-06, Rockets,Isaiah Hartenstein, placed on IL
EmbiidJ20181207rel,2018-12-07, 76ers,Joel Embiid, placed on IL
RabbI20181207rel,2018-12-07, Grizzlies,Ivan Rabb, placed on IL
WatanabeY20181207rel,2018-12-07, Grizzlies,Yuta Watanabe, placed on IL
LinJ20181207rel,2018-12-07, Hawks,Jeremy Lin, strained lower back (DTD)
BiyomboB20181207rel,2018-12-07, Hornets,Bismack Biyombo, placed on IL
IngramB20181207rel,2018-12-07, Lakers,Brandon Ingram, placed on IL with sprained left ankle
SabonisD20181207rel,2018-12-07, Pacers,Domantas Sabonis, placed on IL with illness
SmithI20181207rel,2018-12-07, Pistons,Ishmael Smith, placed on IL with right adductor injury
JohnsonS20181207rel,2018-12-07, Pistons,Stanley Johnson, bruised left knee (DTD)
ChrissM20181207rel,2018-12-07, Rockets,Marquese Chriss, sprained left ankle (DTD)
DellavedovaM20181207rel,2018-12-07, Bucks,Matthew Dellavedova, placed on IL
HillG20181207rel,2018-12-07, Cavaliers,George Hill, placed on IL with returned to lineup
SimonsA20181208rel,2018-12-08, Blazers,Anfernee Simons, illness (DTD)
TrentG20181208rel,2018-12-08, Blazers,Gary Trent Jr., placed on IL
HoodR20181208rel,2018-12-08, Cavaliers,Rodney Hood, toe injury (DTD)
HorfordA20181208rel,2018-12-08, Celtics,Al Horford, sore left knee (DTD)
BaynesA20181208rel,2018-12-08, Celtics,Aron Baynes, placed on IL with sprained left ankle
PlumleeM20181208rel,2018-12-08, Hawks,Miles Plumlee, placed on IL with left knee injury
SpellmanO20181208rel,2018-12-08, Hawks,Omari Spellman, placed on IL with right hip injury
RichardsonJ20181208rel,2018-12-08, Heat,Josh Richardson, right shoulder injury (DTD)
ShumpertI20181208rel,2018-12-08, Kings,Iman Shumpert, placed on IL
BeasleyM20181208rel,2018-12-08, Lakers,Michael Beasley, personal reasons (DTD)
KleberM20181208rel,2018-12-08, Mavericks,Maximilian Kleber, placed on IL with left big toe injury
MillsapP20181208rel,2018-12-08, Nuggets,Paul Millsap, placed on IL with right big toe injury
CovingtonR20181208rel,2018-12-08, Timberwolves,Robert Covington, placed on IL with sore right knee
WilsonD20181209rel,2018-12-09, Bucks,D.J. Wilson, placed on IL
TrierA20181209rel,2018-12-09, Knicks,Allonzo Trier, strained left hamstring (DTD)
JohnsonS20181209rel,2018-12-09, Pistons,Stanley Johnson, placed on IL with bruised left knee
CunninghamD20181209rel,2018-12-09, Spurs,Dante Cunningham, abdominal injury (DTD)
BertansD20181209rel,2018-12-09, Spurs,Davis Bertans, personal reasons (DTD)
BoldenJ20181210rel,2018-12-10, 76ers,Jonah Bolden, placed on IL
AntetokounmpoG20181210rel,2018-12-10, Bucks,Giannis Antetokounmpo, sore neck (DTD)
ConnaughtonP20181210rel,2018-12-10, Bucks,Pat Connaughton, left knee injury (DTD)
HorfordA20181210rel,2018-12-10, Celtics,Al Horford, placed on IL with sore left knee
HaywardG20181210rel,2018-12-10, Celtics,Gordon Hayward, placed on IL with illness
YabuseleG20181210rel,2018-12-10, Celtics,Guerschon Yabusele, placed on IL with sprained right ankle
IrvingK20181210rel,2018-12-10, Celtics,Kyrie Irving, placed on IL with sore right shoulder
ParsonsC20181210rel,2018-12-10, Grizzlies,Chandler Parsons, placed on IL
CarterJ20181210rel,2018-12-10, Grizzlies,Jevon Carter, sore right knee (DTD)
WhitesideH20181210rel,2018-12-10, Heat,Hassan Whiteside, placed on IL for personal reasons
JohnsonT20181210rel,2018-12-10, Heat,Tyler Johnson, bruised left hip (DTD)
FournierE20181210rel,2018-12-10, Magic,Evan Fournier, personal reasons (DTD)
MooreE20181210rel,2018-12-10, Pelicans,E'Twaun Moore, placed on IL with lower leg injury
CrawfordJ20181210rel,2018-12-10, Suns,Jamal Crawford, sore left knee (DTD)
IguodalaA20181210rel,2018-12-10, Warriors,Andre Iguodala, right hip injury (DTD)
WallJ20181210rel,2018-12-10, Wizards,John Wall (Hildred), sore left heel (DTD)
BaynesA20181210rel,2018-12-10, Celtics,Aron Baynes, sprained left ankle (DTD)
ThompsonT20181211rel,2018-12-11, Cavaliers,Tristan Thompson, sprained left foot (DTD)
WilliamsL20181211rel,2018-12-11, Clippers,Louis Williams, left hamstring injury (DTD)
MiroticN20181211rel,2018-12-11, Pelicans,Nikola Mirotic, right ankle injury (DTD)
RobinsonG20181211rel,2018-12-11, Pistons,Glenn Robinson III, sprained left ankle (DTD)
EllensonH20181211rel,2018-12-11, Pistons,Henry Ellenson, sprained left ankle (DTD)
LeonardK20181211rel,2018-12-11, Raptors,Kawhi Leonard, placed on IL with right hip injury
ButlerJ20181212rel,2018-12-12, 76ers,Jimmy Butler, placed on IL with strained groin
MuscalaM20181212rel,2018-12-12, 76ers,Mike Muscala, illness (DTD)
HarklessM20181212rel,2018-12-12, Blazers,Maurice Harkless, placed on IL
WilsonD20181212rel,2018-12-12, Bucks,D.J. Wilson, placed on IL
ThompsonT20181212rel,2018-12-12, Cavaliers,Tristan Thompson, placed on IL with sprained left foot (DTD)
BrownJ20181212rel,2018-12-12, Celtics,Jaylen Brown, illness (DTD)
DragicG20181212rel,2018-12-12, Heat,Goran Dragic, sore right knee (DTD)
GrahamD20181212rel,2018-12-12, Hornets,Devonte' Graham, placed on IL
Kidd-GilchristM20181212rel,2018-12-12, Hornets,Michael Kidd-Gilchrist, personal reasons (DTD)
NetoR20181212rel,2018-12-12, Jazz,Raulzinho Neto, placed on IL with right thigh injury
TrierA20181212rel,2018-12-12, Knicks,Allonzo Trier, placed on IL with strained left hamstring
LeeC20181212rel,2018-12-12, Knicks,Courtney Lee, placed on IL
SumnerE20181212rel,2018-12-12, Pacers,Edmond Sumner, placed on IL
MiroticN20181212rel,2018-12-12, Pelicans,Nikola Mirotic, placed on IL with right ankle injury
EllensonH20181212rel,2018-12-12, Pistons,Henry Ellenson, placed on IL with sprained left ankle
EnnisJ20181212rel,2018-12-12, Rockets,James Ennis, placed on IL with strained right hamstring
IguodalaA20181212rel,2018-12-12, Warriors,Andre Iguodala, placed on IL with right hip injury
PorterO20181212rel,2018-12-12, Wizards,Otto Porter Jr., placed on IL with bruised right knee / right quadriceps injury
WatanabeY20181212rel,2018-12-12, Grizzlies,Yuta Watanabe, concussion (DTD)
HutchisonC20181213rel,2018-12-13, Bulls,Chandler Hutchison, placed on IL with illness
WilliamsL20181213rel,2018-12-13, Clippers,Louis Williams, placed on IL with left hamstring injury
FrazierM20181213rel,2018-12-13, Magic,Melvin Frazier Jr., placed on IL
JuanJ20181213rel,2018-12-13, Mavericks,Jose Juan Barea, placed on IL with sprained left ankle
ValanciunasJ20181213rel,2018-12-13, Raptors,Jonas Valanciunas, left thumb injury (DTD)
HartensteinI20181213rel,2018-12-13, Rockets,Isaiah Hartenstein, placed on IL
LivingstonS20181213rel,2018-12-13, Warriors,Shaun Livingston, bruised pelvis (DTD)
TrentG20181214rel,2018-12-14, Blazers,Gary Trent Jr., placed on IL
MiddletonK20181214rel,2018-12-14, Bucks,Khris Middleton, right finger injury (DTD)
BrogdonM20181214rel,2018-12-14, Bucks,Malcolm Brogdon, placed on IL with left hamstring injury
ParsonsC20181214rel,2018-12-14, Grizzlies,Chandler Parsons, placed on IL
WadeD20181214rel,2018-12-14, Heat,Dwyane Wade, general soreness (DTD)
DragicG20181214rel,2018-12-14, Heat,Goran Dragic, placed on IL with sore right knee
BiyomboB20181214rel,2018-12-14, Hornets,Bismack Biyombo, placed on IL
DotsonD20181214rel,2018-12-14, Knicks,Damyean Dotson, sore right shoulder (DTD)
CrabbeA20181214rel,2018-12-14, Nets,Allen Crabbe, placed on IL with sore right knee
ValanciunasJ20181214rel,2018-12-14, Raptors,Jonas Valanciunas, placed on IL with left thumb injury
LowryK20181214rel,2018-12-14, Raptors,Kyle Lowry, left thigh injury (DTD)
GibsonT20181214rel,2018-12-14, Timberwolves,Taj Gibson, personal reasons (DTD)
LivingstonS20181214rel,2018-12-14, Warriors,Shaun Livingston, placed on IL with bruised pelvis
ParkerJ20181215rel,2018-12-15, Bulls,Jabari Parker, stomach illness (DTD)
LaVineZ20181215rel,2018-12-15, Bulls,Zach LaVine, placed on IL with left ankle injury
AndersonK20181215rel,2018-12-15, Grizzlies,Kyle Anderson, placed on IL with sprained left ankle
BagleyM20181215rel,2018-12-15, Kings,Marvin Bagley III, left knee injury (DTD)
RobinsonM20181215rel,2018-12-15, Knicks,Mitchell Robinson," left ankle, groin injury (DTD)"
PachuliaZ20181215rel,2018-12-15, Pistons,Zaur Pachulia, placed on IL with illness
ArizaT20181215rel,2018-12-15, Suns,Trevor Ariza, placed on IL
GibsonT20181215rel,2018-12-15, Timberwolves,Taj Gibson, placed on IL for personal reasons
ShumpertI20181216rel,2018-12-16, Kings,Iman Shumpert, hip injury (DTD)
BagleyM20181216rel,2018-12-16, Kings,Marvin Bagley III, placed on IL with left knee injury
RobinsonM20181216rel,2018-12-16, Knicks,Mitchell Robinson," placed on IL with left ankle, groin injury"
McGeeJ20181216rel,2018-12-16, Lakers,JaVale McGee, flu (DTD)
SmithD20181216rel,2018-12-16, Mavericks,Dennis Smith Jr., placed on IL with sprained right wrist
MusaD20181216rel,2018-12-16, Nets,Dzanan Musa, placed on IL with left shoulder subluxation
EvansT20181216rel,2018-12-16, Pacers,Tyreke Evans, placed on IL with bruised right knee
VanVleetF20181216rel,2018-12-16, Raptors,Fred VanVleet, placed on IL with sore lower back
LowryK20181216rel,2018-12-16, Raptors,Kyle Lowry, placed on IL with left thigh injury
SiakamP20181216rel,2018-12-16, Raptors,Pascal Siakam, back injury (DTD)
RiversA20181216rel,2018-12-16, Wizards,Austin Rivers, placed on IL
OubreK20181216rel,2018-12-16, Wizards,Kelly Oubre Jr., placed on IL
IlyasovaE20181217rel,2018-12-17, Bucks,Ersan Ilyasova, placed on IL with fractured nose
ParkerJ20181217rel,2018-12-17, Bulls,Jabari Parker, placed on IL with stomach illness
ConleyM20181217rel,2018-12-17, Grizzlies,Mike Conley Jr., placed on IL with left hamstring injury
ShumpertI20181217rel,2018-12-17, Kings,Iman Shumpert, placed on IL for personal reasons
HardawayT20181217rel,2018-12-17, Knicks,Tim Hardaway Jr., right heel injury (DTD)
HartensteinI20181217rel,2018-12-17, Rockets,Isaiah Hartenstein, placed on IL
TeagueJ20181217rel,2018-12-17, Timberwolves,Jeff Teague, left ankle injury (DTD)
ClarksonJ20181218rel,2018-12-18, Cavaliers,Jordan Clarkson, back injury (DTD)
DorseyT20181218rel,2018-12-18, Hawks,Tyler Dorsey, placed on IL for personal reasons
KleberM20181218rel,2018-12-18, Mavericks,Maximilian Kleber, placed on IL with toe injury
JohnsonA20181218rel,2018-12-18, Pacers,Alize Johnson, placed on IL
RandleJ20181218rel,2018-12-18, Pelicans,Julius Randle, sprained right ankle (DTD)
BoldenJ20181219rel,2018-12-19, 76ers,Jonah Bolden, placed on IL
MorrisJ20181219rel,2018-12-19, Bucks,Jaylen Morris, placed on IL
DellavedovaM20181219rel,2018-12-19, Cavaliers,Matthew Dellavedova, sore left knee (DTD)
MorrisM20181219rel,2018-12-19, Celtics,Marcus Morris, placed on IR with sore right knee
NoahJ20181219rel,2018-12-19, Grizzlies,Joakim Noah, placed on IL with right heel injury
CasspiO20181219rel,2018-12-19, Grizzlies,Omri Casspi, illness (DTD)
WatanabeY20181219rel,2018-12-19, Grizzlies,Yuta Watanabe, placed on IL
DragicG20181219rel,2018-12-19, Heat,Goran Dragic, surgery on right knee (out indefinitely)
BogdanovicB20181219rel,2018-12-19, Kings,Bogdan Bogdanovic, sore right foot (DTD)
GilesH20181219rel,2018-12-19, Kings,Harry Giles, placed on IL
FrazierM20181219rel,2018-12-19, Magic,Melvin Frazier Jr., personal reasons (DTD)
VucevicN20181219rel,2018-12-19, Magic,Nikola Vucevic, personal reasons (DTD)
ClarkI20181219rel,2018-12-19, Pelicans,Ian Clark, sprained right ankle (DTD)
RandleJ20181219rel,2018-12-19, Pelicans,Julius Randle, placed on IL with sprained right ankle
IbakaS20181219rel,2018-12-19, Raptors,Serge Ibaka, right knee injury (DTD)
TeagueJ20181219rel,2018-12-19, Timberwolves,Jeff Teague, placed on IL with left ankle injury
PortisB20181220rel,2018-12-20, Bulls,Bobby Portis, sprained right ankle (out indefinitely)
BaynesA20181220rel,2018-12-20, Celtics,Aron Baynes, fractured left hand (out indefinitely)
WinslowJ20181220rel,2018-12-20, Heat,Justise Winslow, right ankle injury (DTD)
BroekhoffR20181220rel,2018-12-20, Mavericks,Ryan Broekhoff, illness (DTD)
HartensteinI20181220rel,2018-12-20, Rockets,Isaiah Hartenstein, placed on IL
ChandlerW20181221rel,2018-12-21, 76ers,Wilson Chandler, bruised left quadricep (DTD)
PayneC20181221rel,2018-12-21, Bulls,Cameron Payne, strained right calf (DTD)
BaynesA20181221rel,2018-12-21, Celtics,Aron Baynes, placed on IL with fractured left hand
ParsonsC20181221rel,2018-12-21, Grizzlies,Chandler Parsons, placed on IL
SimmonsJ20181221rel,2018-12-21, Magic,Jonathon Simmons, placed on IL with sprained right ankle
EvansT20181221rel,2018-12-21, Pacers,Tyreke Evans, bruised right knee (DTD)
GreenD20181221rel,2018-12-21, Raptors,Danny Green, bruised left knee (DTD)
PaulC20181221rel,2018-12-21, Rockets,Chris Paul, strained left hamstring (out indefinitely)
ChandlerW20181222rel,2018-12-22, 76ers,Wilson Chandler, placed on IL with bruised left quadricep
HoodR20181222rel,2018-12-22, Cavaliers,Rodney Hood, left Achilles injury (DTD)
LeonardK20181222rel,2018-12-22, Raptors,Kawhi Leonard, placed on IL
PaulC20181222rel,2018-12-22, Rockets,Chris Paul, placed on IL with strained left hamstring
EvansJ20181222rel,2018-12-22, Warriors,Jacob Evans, placed on IL with left foot injury
WallJ20181222rel,2018-12-22, Wizards,John Wall (Hildred), illness (DTD)
HoodR20181223rel,2018-12-23, Cavaliers,Rodney Hood, placed on IL with left Achilles injury
CasspiO20181223rel,2018-12-23, Grizzlies,Omri Casspi, placed on IL with illness
CollinsJ20181223rel,2018-12-23, Hawks,John Collins (Martin), placed on IL with sprained left ankle
McGruderR20181223rel,2018-12-23, Heat,Rodney McGruder, placed on IL with stomach illness
ChandlerT20181223rel,2018-12-23, Lakers,Tyson Chandler, back spasms (DTD)
EvansT20181223rel,2018-12-23, Pacers,Tyreke Evans, placed on IL with bruised right knee
RoseD20181223rel,2018-12-23, Timberwolves,Derrick Rose, placed on IL with sore left ankle
AllenG20181224rel,2018-12-24, Jazz,Grayson Allen, sprained right ankle (DTD)
NwabaD20181225rel,2018-12-25, Cavaliers,David Nwaba, sprained left ankle (DTD)
AbrinesA20181225rel,2018-12-25, Thunder,Alex Abrines, illness (DTD)
NwabaD20181226rel,2018-12-26, Cavaliers,David Nwaba, placed on IL with sprained left ankle
WatanabeY20181226rel,2018-12-26, Grizzlies,Yuta Watanabe, placed on IL
LenA20181226rel,2018-12-26, Hawks,Alex Len, strained back (DTD)
AdamsJ20181226rel,2018-12-26, Hawks,Jaylen Adams, placed on IL
JamesL20181226rel,2018-12-26, Lakers,LeBron James, strained left groin (DTD)
RondoR20181226rel,2018-12-26, Lakers,Rajon Rondo, right finger injury (out indefinitely)
GrahamT20181226rel,2018-12-26, Nets,Treveon Graham, placed on IL
O'QuinnK20181226rel,2018-12-26, Pacers,Kyle O'Quinn, illness (DTD)
BoucherC20181226rel,2018-12-26, Raptors,Chris Boucher, sprained left ankle (DTD)
BoucherC20181226rel,2018-12-26, Raptors,Chris Boucher, placed on IL
LowryK20181226rel,2018-12-26, Raptors,Kyle Lowry, placed on IL with sore lower back
CrawfordJ20181226rel,2018-12-26, Suns,Jamal Crawford, sore left knee (DTD)
McRaeJ20181226rel,2018-12-26, Wizards,Jordan McRae, placed on IL
WilliamsR20181227rel,2018-12-27, Celtics,Robert Williams III, placed on IL with strained left groin
HardawayT20181227rel,2018-12-27, Knicks,Tim Hardaway Jr., placed on IL with illness
JamesL20181227rel,2018-12-27, Lakers,LeBron James, placed on IL with strained left groin
RondoR20181227rel,2018-12-27, Lakers,Rajon Rondo, placed on IL with right finger injury
MatthewsW20181227rel,2018-12-27, Mavericks,Wesley Matthews, sore right foot (DTD)
HartensteinI20181227rel,2018-12-27, Rockets,Isaiah Hartenstein, placed on IL
ZizicA20181228rel,2018-12-28, Cavaliers,Ante Zizic, sore right knee (DTD)
HaslemU20181228rel,2018-12-28, Heat,Udonis Haslem, illness (DTD)
CrowderJ20181228rel,2018-12-28, Jazz,Jae Crowder, left thumb injury (DTD)
RondoR20181228rel,2018-12-28, Lakers,Rajon Rondo, surgery on right finger (out indefinitely)
MatthewsW20181228rel,2018-12-28, Mavericks,Wesley Matthews, placed on IL with sore right foot
PowellN20181228rel,2018-12-28, Raptors,Norman Powell, personal reasons (DTD)
AbrinesA20181228rel,2018-12-28, Thunder,Alex Abrines, placed on IL with illness
GeorgeP20181228rel,2018-12-28, Thunder,Paul George, bruised right quadriceps (DTD)
WallJ20181228rel,2018-12-28, Wizards,John Wall (Hildred), placed on IL with torn left Achilles tendon (out for season)
MorrisM20181228rel,2018-12-28, Wizards,Markieff Morris, placed on IL with stiff neck
RabbI20181229rel,2018-12-29, Grizzlies,Ivan Rabb, placed on IL
DedmonD20181229rel,2018-12-29, Hawks,Dewayne Dedmon, placed on IL with sore left knee
SpellmanO20181229rel,2018-12-29, Hawks,Omari Spellman, placed on IL
Tony(20181229rel,2018-12-29, Hornets,(William) Tony Parker, placed on IL
CrowderJ20181229rel,2018-12-29, Jazz,Jae Crowder, placed on IL with left thumb injury
RubioR20181229rel,2018-12-29, Jazz,Ricky Rubio, placed on IL with bruised lower back
DialloC20181229rel,2018-12-29, Pelicans,Cheick Diallo, sprained right ankle (DTD)
MillerD20181229rel,2018-12-29, Pelicans,Darius Miller, placed on IL with illness
WallJ20181229rel,2018-12-29, Wizards,John Wall (Hildred), surgery to repair torn left Achilles tendon (out for season)
McRaeJ20181229rel,2018-12-29, Wizards,Jordan McRae, placed on IL
KnightB20181229rel,2018-12-29, Rockets,Brandon Knight, placed on IL
EmbiidJ20181230rel,2018-12-30, 76ers,Joel Embiid, sore left knee (DTD)
HarklessM20181230rel,2018-12-30, Blazers,Maurice Harkless, placed on IL with left knee injury
BazemoreK20181230rel,2018-12-30, Hawks,Kent Bazemore, sprained right ankle (out indefinitely)
JohnsonJ20181230rel,2018-12-30, Heat,James Johnson, illness (DTD)
GordonE20181230rel,2018-12-30, Rockets,Eric Gordon, bruised right knee (DTD)
FergusonT20181230rel,2018-12-30, Thunder,Terrance Ferguson, illness (DTD)
RoseD20181230rel,2018-12-30, Timberwolves,Derrick Rose, placed on IL with sprained right ankle
Bates-DiopK20181230rel,2018-12-30, Timberwolves,Keita Bates-Diop, illness (DTD)
BazemoreK20181231rel,2018-12-31, Hawks,Kent Bazemore, placed on IL with sprained right ankle
AugustineD20181231rel,2018-12-31, Magic,D.J. Augustine, sprained right ankle (DTD)
SimmonsJ20181231rel,2018-12-31, Magic,Jonathon Simmons, placed on IL with sprained left ankle
DavisA20181231rel,2018-12-31, Pelicans,Anthony Davis, illness (DTD)
JacksonF20181231rel,2018-12-31, Pelicans,Frank Jackson, placed on IL
GordonE20181231rel,2018-12-31, Rockets,Eric Gordon, placed on IL with bruised right knee
GayR20181231rel,2018-12-31, Spurs,Rudy Gay, sore left wrist (DTD)
HolmesR20181231rel,2018-12-31, Suns,Richaun Holmes, placed on IL with illness
AbrinesA20181231rel,2018-12-31, Thunder,Alex Abrines, placed on IL for personal reasons
EvansJ20181231rel,2018-12-31, Warriors,Jacob Evans, placed on IL
ZellerC20190101rel,2019-01-01, Hornets,Cody Zeller, fractured right hand (out indefinitely)
JohnsonS20190101rel,2019-01-01, Pistons,Stanley Johnson, bruised left quadricep (DTD)
PachuliaZ20190101rel,2019-01-01, Pistons,Zaur Pachulia, right leg injury (DTD)
ButlerJ20190102rel,2019-01-02, 76ers,Jimmy Butler, placed on IL with upper respiratory infection
ChandlerW20190102rel,2019-01-02, 76ers,Wilson Chandler, upper respiratory infection (DTD)
ZizicA20190102rel,2019-01-02, Cavaliers,Ante Zizic, placed on IL
IrvingK20190102rel,2019-01-02, Celtics,Kyrie Irving, placed on IL with right eye injury
